               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,             0.01181,           0.0046658,          0.00087328,              0.9969,                   1,               0.995,             0.93327,            0.010637,           0.0020788,          0.00029206,           0.0023275,           0.0023275,           0.0023275
                 157,            0.012612,           0.0050723,          0.00099569,             0.99706,                   1,               0.995,             0.92482,            0.009847,           0.0021478,          0.00029007,            0.002278,            0.002278,            0.002278
                 158,            0.012134,           0.0049606,           0.0008905,             0.99703,                   1,               0.995,             0.93051,            0.010055,           0.0021349,           0.0002844,           0.0022285,           0.0022285,           0.0022285
                 159,            0.011976,           0.0047966,           0.0012356,             0.99702,                   1,               0.995,             0.92233,           0.0091004,           0.0020063,          0.00027115,            0.002179,            0.002179,            0.002179
                 160,            0.011849,           0.0046333,          0.00061167,             0.99705,                   1,               0.995,              0.9275,           0.0090767,           0.0019311,          0.00026772,           0.0021295,           0.0021295,           0.0021295
                 161,            0.011717,           0.0045705,          0.00070844,             0.99703,                   1,               0.995,             0.92191,           0.0085986,           0.0019186,          0.00026341,             0.00208,             0.00208,             0.00208
                 162,            0.011359,           0.0046532,          0.00070162,             0.99707,                   1,               0.995,             0.92301,            0.008474,           0.0019259,          0.00025629,           0.0020305,           0.0020305,           0.0020305
                 163,            0.011385,           0.0048141,          0.00086189,             0.99724,                   1,               0.995,             0.93092,           0.0081771,           0.0018885,          0.00025039,            0.001981,            0.001981,            0.001981
                 164,            0.011601,           0.0046188,          0.00092748,             0.99717,                   1,               0.995,             0.93844,           0.0085795,           0.0019203,          0.00024744,           0.0019315,           0.0019315,           0.0019315
                 165,            0.011029,           0.0047989,          0.00051271,             0.99712,                   1,               0.995,             0.93392,           0.0084785,           0.0019255,          0.00023977,            0.001882,            0.001882,            0.001882
                 166,            0.010462,           0.0043598,          0.00075487,             0.99716,                   1,               0.995,              0.9412,           0.0088627,           0.0018662,          0.00023654,           0.0018325,           0.0018325,           0.0018325
                 167,            0.011565,           0.0043577,          0.00080128,             0.99724,                   1,               0.995,             0.94079,           0.0084389,           0.0018805,          0.00023038,            0.001783,            0.001783,            0.001783
                 168,            0.010922,           0.0045109,           0.0010406,             0.99719,                   1,               0.995,             0.93492,           0.0084144,           0.0018112,          0.00022675,           0.0017335,           0.0017335,           0.0017335
                 169,            0.010825,           0.0044521,          0.00088661,             0.99705,                   1,               0.995,             0.94423,           0.0096329,           0.0018156,          0.00022691,            0.001684,            0.001684,            0.001684
                 170,            0.010491,           0.0045001,          0.00064538,             0.99701,                   1,               0.995,             0.94436,           0.0088973,           0.0018277,           0.0002264,           0.0016345,           0.0016345,           0.0016345
                 171,            0.011461,           0.0046725,          0.00083728,             0.99715,                   1,               0.995,             0.94703,           0.0080989,           0.0017699,          0.00022516,            0.001585,            0.001585,            0.001585
                 172,            0.010898,           0.0044562,          0.00065682,             0.99709,                   1,               0.995,              0.9432,           0.0085328,           0.0018623,          0.00022876,           0.0015355,           0.0015355,           0.0015355
                 173,            0.011301,           0.0044686,           0.0004071,             0.99709,                   1,               0.995,             0.94055,            0.008832,           0.0018903,          0.00023101,            0.001486,            0.001486,            0.001486
                 174,            0.011018,           0.0043545,           0.0019508,             0.99718,                   1,               0.995,             0.94629,           0.0086422,           0.0018921,          0.00022214,           0.0014365,           0.0014365,           0.0014365
                 175,            0.010699,            0.004547,          0.00058347,             0.99718,                   1,               0.995,             0.94414,           0.0086862,           0.0019107,          0.00021383,            0.001387,            0.001387,            0.001387
                 176,            0.010344,           0.0048777,          0.00043598,             0.99719,                   1,               0.995,             0.94343,           0.0084744,           0.0019294,          0.00020776,           0.0013375,           0.0013375,           0.0013375
                 177,           0.0099739,            0.004279,          0.00036742,             0.99732,                   1,               0.995,             0.94041,           0.0078205,           0.0019424,          0.00019752,            0.001288,            0.001288,            0.001288
                 178,            0.010554,           0.0045544,          0.00042275,             0.99722,                   1,               0.995,              0.9451,           0.0077611,           0.0019685,          0.00019299,           0.0012385,           0.0012385,           0.0012385
                 179,           0.0098531,           0.0044603,           0.0014282,              0.9972,                   1,               0.995,             0.93766,           0.0080446,           0.0019311,          0.00018589,            0.001189,            0.001189,            0.001189
                 180,            0.010872,           0.0044178,           0.0012298,              0.9972,                   1,               0.995,               0.938,            0.008359,           0.0019236,          0.00018278,           0.0011395,           0.0011395,           0.0011395
                 181,             0.01049,           0.0045757,          0.00055432,             0.99722,                   1,               0.995,             0.93764,           0.0089279,           0.0019251,          0.00017197,             0.00109,             0.00109,             0.00109
                 182,            0.010363,           0.0047241,          0.00088548,             0.99721,                   1,               0.995,             0.93066,            0.008361,           0.0019783,          0.00016631,           0.0010405,           0.0010405,           0.0010405
                 183,           0.0096535,           0.0043883,          0.00036126,             0.99726,                   1,               0.995,             0.93667,           0.0082439,           0.0019555,           0.0001593,            0.000991,            0.000991,            0.000991
                 184,            0.010753,           0.0042416,          0.00060385,             0.99725,                   1,               0.995,             0.94274,           0.0082092,           0.0019137,          0.00015468,           0.0009415,           0.0009415,           0.0009415
                 185,           0.0099611,           0.0042445,          0.00048552,             0.99734,                   1,               0.995,             0.93833,           0.0082507,           0.0018862,          0.00014838,            0.000892,            0.000892,            0.000892
                 186,             0.01003,           0.0043171,          0.00091022,             0.99734,                   1,               0.995,             0.94242,           0.0086402,           0.0018253,          0.00014366,           0.0008425,           0.0008425,           0.0008425
                 187,            0.010527,           0.0042092,          0.00052971,              0.9972,                   1,               0.995,             0.93728,           0.0085932,           0.0018169,          0.00014445,            0.000793,            0.000793,            0.000793
                 188,            0.011026,           0.0047769,          0.00076513,             0.99721,                   1,               0.995,             0.94123,           0.0088741,           0.0018402,          0.00014798,           0.0007435,           0.0007435,           0.0007435
                 189,           0.0091021,           0.0042487,          0.00031484,              0.9972,                   1,               0.995,             0.93934,           0.0090668,           0.0018827,          0.00014419,            0.000694,            0.000694,            0.000694
                 190,           0.0094933,           0.0044212,           0.0010796,             0.99712,                   1,               0.995,             0.92682,           0.0084353,            0.001884,          0.00014509,           0.0006445,           0.0006445,           0.0006445
                 191,           0.0096884,           0.0043456,          0.00055858,             0.99714,                   1,               0.995,             0.93655,           0.0080523,           0.0018576,          0.00014081,            0.000595,            0.000595,            0.000595
                 192,           0.0094525,           0.0041108,          0.00057174,             0.99711,                   1,               0.995,             0.93694,           0.0079422,           0.0018505,          0.00013941,           0.0005455,           0.0005455,           0.0005455
                 193,           0.0099653,           0.0039983,          0.00044455,             0.99714,                   1,               0.995,             0.94052,           0.0079967,           0.0018378,          0.00013847,            0.000496,            0.000496,            0.000496
                 194,           0.0088389,           0.0040766,          0.00033928,             0.99714,                   1,               0.995,             0.94633,           0.0082245,           0.0018313,           0.0001319,           0.0004465,           0.0004465,           0.0004465
                 195,           0.0097792,           0.0042941,          0.00027388,             0.99718,                   1,               0.995,             0.94408,            0.008587,           0.0018503,          0.00012513,            0.000397,            0.000397,            0.000397
                 196,           0.0093281,           0.0040911,          0.00037361,             0.99718,                   1,               0.995,             0.94495,           0.0083638,           0.0018539,           0.0001281,           0.0003475,           0.0003475,           0.0003475
                 197,           0.0091782,           0.0040768,          0.00063546,              0.9972,                   1,               0.995,             0.94152,           0.0082188,            0.001864,          0.00012838,            0.000298,            0.000298,            0.000298
                 198,           0.0095594,           0.0040584,          0.00062295,             0.99718,                   1,               0.995,             0.94572,           0.0080108,           0.0018704,          0.00012806,           0.0002485,           0.0002485,           0.0002485
                 199,           0.0093913,           0.0041772,          0.00030853,             0.99722,                   1,               0.995,             0.95066,           0.0079588,           0.0018786,          0.00012625,            0.000199,            0.000199,            0.000199
